Well          IntervalSet        Index                 MD_Top[m]              MD_Bottom[m]                 Length[m]  Interval  ParentWell                  X_Top[m]                  Y_Top[m]                  Z_Top[m]               X_Bottom[m]               Y_Bottom[m]               Z_Bottom[m]               X_Center[m]               Y_Center[m]               Z_Center[m]
"Well B"    "Well_B_stages"          113                   3773                 3773.5                    0.5    "113"   "Well B"     -209.4212089405628      465.4913846049458       -2537.6345703125     -209.3530937061878      465.9867154154927       -2537.6345703125     -209.3871513233753      465.7390347514302       -2537.6345703125
"Well B"    "Well_B_stages"          114                   3754                 3754.5                    0.5    "114"   "Well B"     -211.6986595020862       446.635488608852     -2537.675830078125     -211.6607414112659      447.1340542826802     -2537.671923828125     -211.6796928272815      446.8847867045552     -2537.673876953125
"Well B"    "Well_B_stages"          115                   3734                 3734.5                    0.5    "115"   "Well B"     -213.2155814991565      426.6937466654927     -2537.836474609375     -213.1776634083362      427.1923123393208     -2537.832568359375     -213.1966148243519      426.9430142436177     -2537.834521484375
"Well B"    "Well_B_stages"          116                   3714                 3715.5                    1.5    "116"   "Well B"     -214.1771903858753      406.7195950541645     -2538.022509765625     -214.1149040089222      408.2182217631489      -2538.00810546875     -214.1460471973987      407.4688931498677       -2538.0154296875
"Well B"    "Well_B_stages"          117                   3694                 3694.5                    0.5    "117"   "Well B"     -215.2243247852894      386.7548428568989     -2538.418017578125      -215.188603960094      387.2531949076802         -2538.39921875     -215.2064720020862      387.0040188822895      -2538.40849609375
"Well B"    "Well_B_stages"          118                   3674                 3674.5                    0.5    "118"   "Well B"     -216.6532646046253      366.8202115092427     -2539.171923828125       -216.61754377943      367.3185635600239     -2539.152880859375     -216.6353965626331      367.0693875346333      -2539.16240234375
"Well B"    "Well_B_stages"          119                   3656                 3656.5                    0.5    "119"   "Well B"     -217.8745780811878      348.8670559916645      -2539.60283203125     -217.8408408985706      349.3657742533833       -2539.5916015625     -217.8577171192737      349.1164151225239     -2539.597216796875
"Well B"    "Well_B_stages"          120                   3634                 3634.5                    0.5    "120"   "Well B"     -219.3229728565784      326.9227505717427      -2540.18486328125     -219.2911582813831      327.4214993510395     -2540.168994140625     -219.3070579395862      327.1721402201802      -2540.17705078125
"Well B"    "Well_B_stages"          121                   3614                 3614.5                    0.5    "121"   "Well B"     -220.6992851124378      306.9738064799458     -2540.539111328125     -220.6643577442737      307.4725247416645     -2540.543017578125      -220.682012163219      307.2231961283833      -2540.54326171875
"Well B"    "Well_B_stages"          122                   3594                 3594.5                    0.5    "122"   "Well B"     -222.0451713429065      287.0250149760395       -2540.1052734375     -222.0197349415394       287.523428061977        -2540.135546875     -222.0324455128284      287.2742215190083      -2540.12041015625
"Well B"    "Well_B_stages"          123                   3574                 3574.5                    0.5    "123"   "Well B"     -222.9154563770862      267.1287747416645        -2538.354296875     -222.9074302540394      267.6233731303364      -2538.42705078125     -222.9114433155628      267.3760586772114     -2538.390673828125
"Well B"    "Well_B_stages"          124                   3554                 3554.5                    0.5    "124"   "Well B"     -223.2605186329456      247.5495663676411     -2534.350146484375     -223.2482505665394      248.0309048686177     -2534.484912109375     -223.2543845997425      247.7902432475239     -2534.417529296875
"Well B"    "Well_B_stages"          125                   3534                 3534.5                    0.5    "125"   "Well B"     -223.7905021534534      228.5745297465473     -2528.098193359375     -223.7726035938831      229.0383511576802     -2528.284228515625     -223.7815452442737      228.8064480815083       -2528.1912109375
