# WELL TRACE FROM FRACMAN
# WELL NAME:              Well C
# WELL HEAD X-COORDINATE: 13.5717164 (m)
# WELL HEAD Y-COORDINATE: 7.5019878 (m)
# WELL DATUM (KB, Kelly bushing, from MSL): 910.7 (m)
# WELL TYPE:              UNDEFINED
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM <Undefined>
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
# MD IS NOT EXACT (TRACE WAS NOT IMPORTED WITH MD-DATA)
#======================================================================================================================================
      MD              X              Y             Z           
 3602.349983      48.569450     344.344395   -2527.839551
 3612.009985      48.484779     353.856694   -2529.520215
 3612.129992      48.483727     353.974888   -2529.540967
 3621.730008      48.433998     363.472264   -2530.940137
 3631.400000      48.432320     373.080479   -2532.031445
 3641.040005      48.435677     382.693852   -2532.747510
 3650.670002      48.363468     392.315129   -2533.150830
 3660.310011      48.193565     401.952397   -2533.305615
 3669.959989      48.023491     411.599522   -2533.143994
 3698.899993      47.060246     440.484074   -2531.634473
 3727.840000      47.125790     469.372471   -2529.908154
 3756.809984      47.732239     498.323948   -2529.069043
 3785.760011      48.873226     527.235386   -2530.033887
 3814.810014      50.266621     556.244236   -2529.364697
 3843.759990      52.457367     585.110691   -2529.536572
 3872.710018      54.677845     613.968418   -2528.900098
 3901.680005      56.416134     642.886143   -2528.960889
 3930.700000      57.560177     671.875035   -2529.664746
 3959.640008      58.357918     700.796360   -2530.331494
 3988.670011      59.689957     729.795079   -2530.128857
 4017.610008      61.158913     758.692906   -2529.598584
 4046.560005      60.769989     787.631016   -2530.331250
 4075.490014      60.628613     816.560582   -2530.255566
 4104.449994      60.502297     845.510228   -2529.492383
 4133.410018      60.764996     874.454930   -2528.587842
 4162.400028      60.764996     903.442112   -2528.183057
 4191.400001      60.861134     932.433018   -2527.464307
 4220.330022      61.259892     961.351780   -2526.762646
 4249.310012      60.976780     990.317173   -2525.887646
